X,Y,PID,SSL,PMPROPERTYID,UBID,PROPERTYNAME,PMPARENTPROPERTYID,PARENTPROPERTYNAME,ADDRESSOFRECORD,OWNEROFRECORD,WARD,REPORTEDADDRESS,CITY,STATE,POSTALCODE,YEARBUILT,PRIMARYPROPERTYTYPE_EPACALC,TAXRECORDFLOORAREA,REPORTEDBUILDINGGROSSFLOORAREA,BEPS,BEPS_METRIC_TYPE,PROPERTY_BEPS_METRIC_YEAR,BEPS_PROPERTY_GROUP,PROPERTY_BEPS_METRIC,DISTANCE_FROM_BEPS_ESTIMATED,PERFORMANCE_REQUIREMENT_EST,MEETS_BEPS,LASTUPDATE,LATITUDE,LONGITUDE,XCOORD,YCOORD,MAR_ID,GIS_ID,GLOBALID,OBJECTID
-76.9936065406112,38.8628597666731,PM12004376,5789 0030,12004376,,Savoy Elementary School,,,2400 SHANNON PLACE SE,DISTRICT OF COLUMBIA,8,2400 SHANNON PLACE SE,WASHINGTON,DC,20020,1968,K-12 School,61020,99795.0,36,ENERGYSTARSCORE,2019,K-12 School,32,-4.07%,-20.00%,Does Not Meet BEPS,2023/09/21 04:00:00+00,38.86285199,-76.99360426,400555.08011531,132781.60747371,278153,,{0639A2BF-CF9F-2945-E063-782F520A104C},258287
-77.0523232972303,38.9074772887844,PM12004377,0023 0803,12004377,,School Without Walls @ Francis Stevens,,,2425 N STREET NW,DISTRICT OF COLUMBIA,2,2425 N STREET NW,WASHINGTON,DC,20037,1927,K-12 School,151726,127991.0,36,ENERGYSTARSCORE,2019,K-12 School,46,,,Meets BEPS,2023/07/21 04:00:00+00,38.9074695,-77.052321,395461.94973486,137735.7768856,294544,,{0639A2BF-CFA0-2945-E063-782F520A104C},258288
-77.0481887642911,38.8981319059808,PM12004378,0080 0841,12004378,,School Without Walls High School,,,2130 G STREET NW,DISTRICT OF COLUMBIA,2,2130 G STREET NW,WASHINGTON,DC,20037,1882,K-12 School,31409,66400.0,36,ENERGYSTARSCORE,2019,K-12 School,32,-4.07%,-20.00%,Does Not Meet BEPS,2023/07/21 04:00:00+00,38.89812412,-77.04818647,395820.00964115,136698.16700484,242528,,{0639A2BF-CFA1-2945-E063-782F520A104C},258289
-76.9931426626139,38.8975898193254,PM12004379,0935 0804,12004379,,School-Within-School @Goding,,,920 F STREET NE,DISTRICT OF COLUMBIA,6,920 F STREET NE,WASHINGTON,DC,20002,1959,K-12 School,65610,87221.0,36,ENERGYSTARSCORE,2019,K-12 School,62,,,Meets BEPS,2023/09/17 04:00:00+00,38.89758203,-76.99314038,400595.05011797,136636.90984907,289072,,{0639A2BF-CFA2-2945-E063-782F520A104C},258290
-77.0305429010619,38.9447082821959,PM12004184,2818 0800,12004184,,Dorothy I Height Elementary School,,,1300 ALLISON STREET NW,DISTRICT OF COLUMBIA,4,1300 ALLISON STREET NW,WASHINGTON,DC,20011,1940,K-12 School,78137,75878.0,36,ENERGYSTARSCORE,2019,K-12 School,43,,,Meets BEPS,2023/09/22 04:00:00+00,38.94470049,-77.03054061,397352.44959093,141867.87743001,255251,,{0639A2BF-CFA3-2945-E063-782F520A104C},258291
-76.9777638224354,38.8526443412241,PM12004185,PAR 02220098,12004185,,Douglass Community Center and Pool,,,1898 STANTON TERRACE SE,DISTRICT OF COLUMBIA,8,1921-1922 Frederick Douglass Court SE,WASHINGTON,DC,20020,1000,Fitness Center/Health Club/Gym,14441,14441.0,206,WEATHERNORMALZEDSOUREUI_KBTUFT,2019,Recreation,61.6,,,Meets BEPS,2023/09/06 04:00:00+00,38.85263656,-76.97776155,401930.32988787,131647.83680493,310261,,{0639A2BF-CFA4-2945-E063-782F520A104C},258292
-77.0304719734589,38.9145203041258,PM12004186,0238 0870,12004186,,BPO Office and Warehouse,,,1325 S STREET NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY,1,1325 S STREET NW,WASHINGTON,DC,20009,1000,Non-Refrigerated Warehouse,16064,29249.0,103,WEATHERNORMALZEDSOUREUI_KBTUFT,2019,Warehouse_all,126.9,-18.83%,-20.00%,Does Not Meet BEPS,2023/07/14 04:00:00+00,38.91451251,-77.03046968,397357.47996046,138516.74954067,240485,,{0639A2BF-CFA5-2945-E063-782F520A104C},258293
-76.983522850699,38.9109512197334,PM12004187,4092 0809,12004187,,"DPW Main Garage, Packer, Welding Shop",,,1833 WEST VIRGINIA AVENUE NE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,5,1833 WEST VIRGINIA AVENUE NE,WASHINGTON,DC,20002,1000,"Repair Services (Vehicle, Shoe, Locksmith, etc)",97050,107738.0,242,WEATHERNORMALZEDSOUREUI_KBTUFT,2019,Service,179.1,,,Meets BEPS,2023/09/22 04:00:00+00,38.91094343,-76.98352057,401429.270141,138120.2401427,301125,,{0639A2BF-CFA6-2945-E063-782F520A104C},258294
-76.9521393522008,38.8969862685667,PM12004188,PAR 01690114,12004188,,DPW Solid Waste Transfer Station,,,3400 BENNING RD NE,POTOMAC ELECTRIC POWER COMPANY,7,3300 BENNING ROAD NE,WASHINGTON,DC,20019,1000,Other - Public Services,419689,205218.0,229,WEATHERNORMALZEDSOUREUI_KBTUFT,2019,Other,66.9,,,Meets BEPS,2023/07/14 04:00:00+00,38.89697848,-76.95213708,404151.99032568,136570.97708936,300816,,{0639A2BF-CFA7-2945-E063-782F520A104C},258295
-77.070478848276,38.9131584365558,PM12004189,1293 0211,12004189,,Duke Ellington School of the Arts,,,3500 R STREET NW,DISTRICT OF COLUMBIA,2,3500 R STREET NW,WASHINGTON,DC,20007,1898,K-12 School,186758,268449.0,36,ENERGYSTARSCORE,2019,K-12 School,42,,,Meets BEPS,2023/07/14 04:00:00+00,38.91315065,-77.07047654,393887.72017266,138367.49018455,294569,,{0639A2BF-CFA8-2945-E063-782F520A104C},258296
-77.0146961497836,38.9085313379735,PM12004190,0554 0860,12004190,,Dunbar High School,,,1301 NEW JERSEY AVENUE NW,DISTRICT OF COLUMBIA,5,101 N Street NW,WASHINGTON,DC,20001,2014,K-12 School,161228,276536.0,36,ENERGYSTARSCORE,2019,K-12 School,54,,,Meets BEPS,2023/09/21 04:00:00+00,38.90852355,-77.01469386,398725.55009971,137851.58715489,309947,,{0639A2BF-CFA9-2945-E063-782F520A104C},258297
-76.9796865698469,38.8904104484381,PM12004191,1095 0800,12004191,,Eastern High School,,,1700 EAST CAPITOL STREET NE,DISTRICT OF COLUMBIA,6,1700 EAST CAPITOL STREET NE,WASHINGTON,DC,20003,1923,K-12 School,338936,288800.0,36,ENERGYSTARSCORE,2019,K-12 School,57,,,Meets BEPS,2023/09/17 04:00:00+00,38.89040266,-76.97968429,401762.50027951,135840.11684247,289529,,{0639A2BF-CFAA-2945-E063-782F520A104C},258298
-76.9970309877191,38.8865931646447,PM12004192,0872 0800,12004192,,Eastern Market,,,635 NORTH CAROLINA AVENUE SE,DISTRICT OF COLUMBIA,6,225 7th Street SE,WASHINGTON,DC,20003,1873,Food Sales,44366,29906.0,592,WEATHERNORMALZEDSOUREUI_KBTUFT,2019,Food sales,230.3,,,Meets BEPS,2023/09/22 04:00:00+00,38.88658538,-76.99702871,400257.78964643,135416.17710631,300829,,{0639A2BF-CFAB-2945-E063-782F520A104C},258299
-77.0658234447965,38.9327348635465,PM12004193,2088 0800,12004193,,Eaton Elementary School,,,3301 LOWELL STREET NW,DISTRICT OF COLUMBIA,3,3301 LOWELL STREET NW,WASHINGTON,DC,20008,1911,K-12 School,53444,49100.0,139,WEATHERNORMALZEDSOUREUI_KBTUFT,2019,K-12 School,113,,,Meets BEPS,2023/09/10 04:00:00+00,38.93272707,-77.06582114,394293.03989241,140540.33686593,294562,,{0639A2BF-CFAC-2945-E063-782F520A104C},258300
-76.9789801956316,38.8924392796091,PM12004194,1093 0825,12004194,,Eliot-Hine Middle School,,,1830 CONSTITUTION AVENUE NE,DISTRICT OF COLUMBIA,6,1830 CONSTITUTION AVENUE NE,WASHINGTON,DC,20002,1950,K-12 School,167404,155100.0,36,ENERGYSTARSCORE,2019,K-12 School,68,,,Meets BEPS,2023/05/04 04:00:00+00,38.89243149,-76.97897792,401823.72992219,136065.34676076,286499,,{0639A2BF-CFAD-2945-E063-782F520A104C},258301
-77.0361082945843,38.9301571220934,PM12004195,2673 0890,12004195,,Embassy Building 10,,,3149 16TH STREET NW,UNITED STATES OF AMERICA,1,3149 16th Street NW,WASHINGTON,DC,20010,1929,Office,12177,13600.0,71,ENERGYSTARSCORE,2019,Office_all,100,,,Meets BEPS,2023/09/21 04:00:00+00,38.93014933,-77.036106,396869.34982312,140252.74709281,234376,,{0639A2BF-CFAE-2945-E063-782F520A104C},258302
-77.0262745890057,38.9598010587827,PM12004196,2988 0802,12004196,,Emery Heights Recreation Center,,,5801 GEORGIA AVE NW,DISTRICT OF COLUMBIA,4,5801 Georgia Avenue NW,WASHINGTON,DC,20011,2003,Fitness Center/Health Club/Gym,36387,36387.0,206,WEATHERNORMALZEDSOUREUI_KBTUFT,2019,Recreation,159.1,,,Meets BEPS,2023/09/19 04:00:00+00,38.95979326,-77.02627229,397722.95031448,143543.19705372,285269,,{0639A2BF-CFAF-2945-E063-782F520A104C},258303
-77.0079061391479,38.9136060337386,PM12004197,3530 0892,12004197,,Emery Shelter/DCPS Offices,,,1725 LINCOLN ROAD NE,DISTRICT OF COLUMBIA,5,1725 Lincoln Road NE,WASHINGTON,DC,20002,1908,Mixed Use Property,50268,104411.0,229,WEATHERNORMALZEDSOUREUI_KBTUFT,2019,Other,49.4,,,Meets BEPS,2023/05/23 04:00:00+00,38.91359824,-77.00790385,399314.52020104,138414.8466566,155923,,{0639A2BF-CFB0-2945-E063-782F520A104C},258304
-77.0470963656612,38.9035214498281,DC00730885,0073 0885,,,,,,2100 L STREET NW,2100 L HOLDINGS LLC,2,,WASHINGTON,DC,,,,193264,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.90351366,-77.04709407,395915.07976079,137296.39970284,242486,,{0639A2BF-CFB1-2945-E063-782F520A104C},258305
-77.0381438472266,38.9059473954527,DC01820827,0182 0827,,,,,,1675 M STREET NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY,2,,WASHINGTON,DC,,,,32805,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.90593961,-77.03814155,396691.73012577,137565.33727975,242022,,{0639A2BF-CFB2-2945-E063-782F520A104C},258306
-77.0341630080692,38.8990997538315,DC02210041,0221 0041,,,,,,1503 PENNSYLVANIA AVE NW,GRANITE LLC,2,,WASHINGTON,DC,,,,52090,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.89909197,-77.03416071,397036.73034269,136805.05732287,243359,,{0639A2BF-CFB3-2945-E063-782F520A104C},258307
-77.0299861540759,38.9185442543108,DC02350205,0235 0205,,,,,,1301 V STREET NW,DISTRICT OF COLUMBIA,1,,WASHINGTON,DC,,,,52133,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.91853646,-77.02998386,397399.76000578,138963.42761216,240335,,{0639A2BF-CFB4-2945-E063-782F520A104C},258308
-77.0293069096601,38.9021314853065,DC02850050,0285 0050,,,,,,925 13TH STREET NW,DISTRICT OF COLUMBIA,2,,WASHINGTON,DC,,,,45690,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.9021237,-77.02930462,397458.07972831,137141.45724731,240926,,{0639A2BF-CFB5-2945-E063-782F520A104C},258309
-77.0254062969061,38.9014507903723,DC03747078,0374 7078,,,,,,950 NEW YORK AVE NW,CCDC HOTEL LLC,2,,WASHINGTON,DC,,,,319800,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.901443,-77.025404,397796.40346564,137065.79268567,309621,,{0639A2BF-CFB6-2945-E063-782F520A104C},258310
-77.0210980999227,38.915287811165,DC04410090,0441 0090,,,,,,620 T STREET NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY,1,,WASHINGTON,DC,,,,25600,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.91528002,-77.02109581,398170.45990301,138601.71992534,238442,,{0639A2BF-CFB7-2945-E063-782F520A104C},258311
-77.0207002922418,38.8860527834912,DC04630819,0463 0819,,,,,,600 MARYLAND AVE SW,OCEAN VIEW DEVELOPMENT COMPANY LP,6,,WASHINGTON,DC,,,,628340,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.886045,-77.020698,398204.22426987,135356.39012432,5831,,{0639A2BF-CFB8-2945-E063-782F520A104C},258312
-77.024631737489,38.8797550673418,DC04730930,0473 0930,,,,,,800 MAINE AVE SW,WHARF 1 OFFICE REIT LEASEHOLDER LLC,6,,WASHINGTON,DC,,,,13568,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.87974728,-77.02462945,397862.93978447,134657.3795397,302922,,{0639A2BF-CFB9-2945-E063-782F520A104C},258313
-77.0270962887222,38.8812517792533,DC04730952,0473 0952,,,,,,1120 MAINE AVE SW,DISTRICT OF COLUMBIA,6,,WASHINGTON,DC,,,,13816,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.881244,-77.027094,397649.14381723,134823.5874609,314722,,{0639A2BF-CFBA-2945-E063-782F520A104C},258314
-77.0168417040109,38.8963923781314,DC0488E0800,0488E 0800,,,,,,409 E STREET NW,DISTRICT OF COLUMIBA,2,,WASHINGTON,DC,,,,83593,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.89638459,-77.01683942,398539.20960525,136504.09685684,301242,,{0639A2BF-CFBB-2945-E063-782F520A104C},258315
-77.0179658634953,38.8830668664193,DC04950838,0495 0838,,,,,,400 E ST SW,CITY PARTNERS LLC,6,,WASHINGTON,DC,,,,167820,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.88305908,-77.01796358,398441.39960059,135024.87974387,311526,,{0639A2BF-CFBC-2945-E063-782F520A104C},258316
-77.0170775480477,38.908865430965,DC05110823,0511 0823,,,,,,429 O STREET NW,DISTRICT OF COLUMBIA,2,,WASHINGTON,DC,,,,33696,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.90885764,-77.01707526,398519.00988299,137888.70982046,237434,,{0639A2BF-CFBD-2945-E063-782F520A104C},258317
-77.0099257437393,38.9098666342654,DC06150827,0615 0827,,,,,,43 P STREET NW,DISTRICT OF COLUMBIA,5,,WASHINGTON,DC,,,,42024,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.90985884,-77.00992346,399139.31969718,137999.75950611,301249,,{0639A2BF-CFBE-2945-E063-782F520A104C},258318
-77.0103188299659,38.9093164605902,DC06160116,0616 0116,,,,,,30 P STREET NW,DISTRICT OF COLUMBIA,5,,WASHINGTON,DC,,,,57770,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.90930867,-77.01031654,399105.22022956,137938.68990009,294465,,{0639A2BF-CFBF-2945-E063-782F520A104C},258319
-77.0110314524528,38.8986986991936,DC06250063,0625 0063,,,,,,65 MASSACHUSETTS AVENUE NW,DISTRICT OF COLUMBIA,6,,WASHINGTON,DC,,,,18852,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.89869091,-77.01102917,399043.26961485,136760.03981457,237153,,{0639A2BF-CFC0-2945-E063-782F520A104C},258320
-77.008246291443,38.9050807916527,DC06730851,0673 0851,,,,,,1133 N CAPITOL ST NE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,6,,WASHINGTON,DC,,,,157896,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.905073,-77.008244,399284.9344361,137468.4776959,149791,,{0639A2BF-CFC1-2945-E063-782F520A104C},258321
-77.0086085637031,38.8763003762179,DC07000877,0700 0877,,,,,,1 M ST SE,1M PROPERTIES LLC,6,,WASHINGTON,DC,,,,172263,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.87629259,-77.00860628,399253.20990722,134273.6296533,314715,,{0639A2BF-CFC2-2945-E063-782F520A104C},258322
-77.0082869125526,38.8742637805607,DC07050804,0705 0804,,,,,,1500 S CAPITOL ST SE,DISTRICT OF COLUMBIA,6,,WASHINGTON,DC,,,,1200000,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.874256,-77.00828463,399281.0998269,134047.550237,303109,,{0639A2BF-CFC3-2945-E063-782F520A104C},258323
-77.0038922869658,38.8794877809596,DC07370831,0737 0831,,,,,,150 I ST SE,SQUARE 737 LLC,6,,WASHINGTON,DC,,,,400000,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.87948,-77.00389,399662.46930093,134627.42832788,313888,,{0639A2BF-CFC4-2945-E063-782F520A104C},258324
-77.0025687529428,38.8985380954037,DC07530187,0753 0187,,,,,,215 G STREET NE,DISTRICT OF COLUMBIA,6,,WASHINGTON,DC,,,,51875,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.89853031,-77.00256647,399777.36988683,136742.15726665,286687,,{0639A2BF-CFC5-2945-E063-782F520A104C},258325
-76.9931429128798,38.8829889266828,DC09480005,0948 0005,,,,,,921 PENNSYLVANIA AVENUE SE,DISTRICT OF COLUMBIA,6,,WASHINGTON,DC,,,,21820,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.88298114,-76.99314063,400595.15021831,135016.09681544,82564,,{0639A2BF-CFC6-2945-E063-782F520A104C},258326
-76.9912915251265,38.8976098477403,DC09830070,0983 0070,,,,,,1100 F ST NE,5534-114 F STREET NE LLC,6,,WASHINGTON,DC,,,,53746,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.89760206,-76.99128924,400755.63038584,136639.14703316,74598,,{0639A2BF-CFC7-2945-E063-782F520A104C},258327
-76.9880722847718,38.9004817895692,DC10260842,1026 0842,,,,,,1300 H ST NE,DISTRICT OF COLUMBIA,6,,WASHINGTON,DC,,,,24000,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.900474,-76.98807,401034.84742684,136957.98690776,286021,,{0639A2BF-CFC8-2945-E063-782F520A104C},258328
-77.084192404951,38.9100993773896,DC13630980,1363 0980,,,,,,1550 FOXHALL ROAD NW,DISTRICT OF COLUMBIA,3,,WASHINGTON,DC,,,,24960,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.91009159,-77.08419009,392698.06039738,138028.91696644,274137,,{0639A2BF-CFC9-2945-E063-782F520A104C},258329
-77.0816586312647,38.9481849106952,DC17300017,1730 0017,,,,,,4125 ALBEMARLE STREET NW,DISTRICT OF COLUMBIA,3,,WASHINGTON,DC,,,,30330,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.94817712,-77.08165632,392921.59994408,142256.53746211,264423,,{0639A2BF-CFCA-2945-E063-782F520A104C},258330
-77.0768992655977,38.941697486554,DC18230802,1823 0802,,,,,,4000 WISCONSIN AVE NW,CHARLES B KING TRUSTEE,3,,WASHINGTON,DC,,,,697573,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.94168969,-77.07689696,393333.5596151,141536.01668675,222230,,{0639A2BF-CFCB-2945-E063-782F520A104C},258331
-77.0756653144749,38.9399687892312,DC18230804,1823 0804,,,,,,3900 WISCONSIN AVE,NASH ROADSIDE 3900 WISCONSIN LLC,3,,WASHINGTON,DC,,,,156672,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.939961,-77.075663,393440.37642785,141344.02746543,222231,,{0639A2BF-CFCC-2945-E063-782F520A104C},258332
-77.0652032926421,38.9462334231465,DC19650004,1965 0004,,,,,,4340 CONNECTICUT AVENUE NW,DISTRICT OF COLUMBIA,3,,WASHINGTON,DC,,,,155859,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.94622563,-77.06520099,394347.87965094,142038.7572149,223153,,{0639A2BF-CFCD-2945-E063-782F520A104C},258333
-77.0645916619762,38.9450774681188,DC20470001,2047 0001,,,,,,4250 CONNECTICUT AVENUE NW,WASHINGTON METROPOLITAN AREA TRANSIT,3,,WASHINGTON,DC,,,,383495,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.94506967,-77.06458936,394400.80961545,141910.39763964,220626,,{0639A2BF-CFCE-2945-E063-782F520A104C},258334
-77.0613941922432,38.9413874948515,DC22351478,2235 1478,,,,,,4007 CONNECTICUT AVE NW,TILDEN COURT CONDOMINIUM,3,,WASHINGTON,DC,,,,50571,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.9413797,-77.06139189,394677.71974473,141500.58693302,223354,,{0639A2BF-CFCF-2945-E063-782F520A104C},258335
-77.0380443597885,38.9234724358858,DC25760063,2576 0063,,,,,,1631 EUCLID ST NW,JUBILEE HOUSING LIMITED PARTNERSHIP,1,,WASHINGTON,DC,,,,59772,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.92346464,-77.03804206,396701.17025733,139510.75751409,235862,,{0639A2BF-CFD0-2945-E063-782F520A104C},258336
-77.0277237838394,38.926384306754,DC28560812,2856 0812,,,,,,2830 11TH STREET NW,DISTRICT OF COLUMBIA,1,,WASHINGTON,DC,,,,84287,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.92637651,-77.02772149,397596.22000476,139833.67752573,231713,,{0639A2BF-CFD1-2945-E063-782F520A104C},258337
-77.0244838484804,38.9189789455821,DC28730875,2873 0875,,,,,,943 FLORIDA AVE NW,9TH AND V STREET PARCE C LLC,1,,WASHINGTON,DC,,,,268572,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.91897115,-77.02448156,397876.93966681,139011.53950365,316867,,{0639A2BF-CFD2-2945-E063-782F520A104C},258338
-77.025878032329,38.9296139315228,DC28910112,2891 0112,,,,,,770 KENYON STREET NW,DISTRICT OF COLUMBIA,1,,WASHINGTON,DC,,,,48591,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.92960614,-77.02587574,397756.36990671,140192.14718637,285409,,{0639A2BF-CFD3-2945-E063-782F520A104C},258339
-77.0262034388962,38.9777929054475,DC29645709,2964 5709,,,,,,7215 GEORGIA AVE NW,GEORGIA ROW CONDOMINIUM,4,,WASHINGTON,DC,,,,73037,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.9777851,-77.02620114,397729.69021112,145540.45971629,314102,,{0639A2BF-CFD4-2945-E063-782F520A104C},258340
-77.0249024591072,38.9613186199715,DC29850814,2985 0814,,,,,,5901 9TH STREET NW,DISTRICT OF COLUMBIA,4,,WASHINGTON,DC,,,,157644,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.96131082,-77.02490016,397841.92035222,143711.62696137,254272,,{0639A2BF-CFD5-2945-E063-782F520A104C},258341
-77.0138896248243,38.9539530662769,DC33270002,3327 0002,,,,,,5200 2ND STREET NW,DISTRICT OF COLUMBIA,4,,WASHINGTON,DC,,,,74323,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.95394527,-77.01388733,398796.27031756,142893.78025255,294608,,{0639A2BF-CFD6-2945-E063-782F520A104C},258342
-77.0128697455015,38.9621726636334,DC33810812,3381 0812,,,,,,100 PEABODY STREET NW,DISTRICT OF COLUMBIA,4,,WASHINGTON,DC,,,,157164,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.96216486,-77.01286745,398884.80036001,143806.21762389,277545,,{0639A2BF-CFD7-2945-E063-782F520A104C},258343
-77.0074492826209,38.9104127871375,DC35166030,3516 6030,,,,,,50 FLORIDA AVE NE,THE LEXICON CONDOMINIUM,5,,WASHINGTON,DC,,,,85191,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.910405,-77.007447,399354.11266426,138060.36731984,302309,,{0639A2BF-CFD8-2945-E063-782F520A104C},258344
-77.0025405980209,38.9236628126801,DC35520816,3552 0816,,,,,,301 DOUGLAS STREET NE,DISTRICT OF COLUMBIA,5,,WASHINGTON,DC,,,,91984,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.92365502,-77.00253831,399779.89019493,139531.20702137,294477,,{0639A2BF-CFD9-2945-E063-782F520A104C},258345
-76.9969146596245,38.9113025849134,DC35940004,3594 0004,,,,,,501 NEW YORK AVE NE,VASUDAV INC,5,,WASHINGTON,DC,,,,160000,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.91129479,-76.99691238,400267.78968422,138159.11952012,288413,,{0639A2BF-CFDA-2945-E063-782F520A104C},258346
-76.9970431663207,38.932065218037,DC36553225,3655 3225,,,,,,625 MONROE ST NE,MONROE STREET BLOCK A1 RETAIL LLC,5,,WASHINGTON,DC,,,,196755,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.93205742,-76.99704088,400256.57015145,140463.94663747,309938,,{0639A2BF-CFDB-2945-E063-782F520A104C},258347
-76.9972696748561,38.9533486571637,DC37570802,3757 0802,,,,,,5171 SOUTH DAKOTA AVENUE NE,DISTRICT OF COLUMBIA,5,,WASHINGTON,DC,,,,122928,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.95334086,-76.99726739,400236.85990547,142826.59720951,294607,,{0639A2BF-CFDC-2945-E063-782F520A104C},258348
-76.993268794573,38.932841965052,DC38270803,3827 0803,,,,,,901 NEWTON STREET NE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,5,,WASHINGTON,DC,,,,17140,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.93283417,-76.99326651,400583.82009773,140550.19000184,289588,,{0639A2BF-CFDD-2945-E063-782F520A104C},258349
-76.9877747535374,38.9224031348982,DC39540803,3954 0803,,,,,,1304 SARATOGA AVENUE NE,BRENTWOOD ASSOCIATES,5,,WASHINGTON,DC,,,,62134,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.92239534,-76.98777247,401060.33021168,139391.4398081,149262,,{0639A2BF-CFDE-2945-E063-782F520A104C},258350
-76.9868669096878,38.9296137171244,DC39600806,3960 0806,,,,,,1404 JACKSON STREET NE,DISTRICT OF COLUMBIA,5,,WASHINGTON,DC,,,,56028,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.92960592,-76.98686463,401138.93986422,140191.88672602,294522,,{0639A2BF-CFDF-2945-E063-782F520A104C},258351
-76.9855270015227,38.922256555974,DC40250003,4025 0003,,,,,,2435 14TH STREET NE,BRENTWOOD ASSOCIATES,5,,WASHINGTON,DC,,,,178333,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.92224876,-76.98552472,401255.25009849,139375.19669468,287056,,{0639A2BF-CFE0-2945-E063-782F520A104C},258352
-76.9834425611213,38.9006965520396,DC40680837,4068 0837,,,,,,808 BLADENSBURG RD NE,DELTA SENIOR HOUSING OWNER LLC,5,,WASHINGTON,DC,,,,202000,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.90068876,-76.98344028,401436.44023417,136981.88965747,316453,,{0639A2BF-CFE1-2945-E063-782F520A104C},258353
-76.9556287137179,38.9254664413038,DC43270002,4327 0002,,,,,,3400 COMMODORE JOSHUA BARNEY DRIVE NE,DISTRICT OF COLUMBIA,5,,WASHINGTON,DC,,,,144120,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.92545865,-76.95562644,403847.76021213,139732.35740867,306501,,{0639A2BF-CFE2-2945-E063-782F520A104C},258354
-76.9544275909146,38.9213664985635,DC43271318,4327 1318,,,,,,2470 MARKET ST NE,FORT LINCOLN RETAIL LLC,5,,WASHINGTON,DC,,,,50018,,,,,,,,,Does Not Meet BEPS: Incomplete/Missing Report,,38.9213587,-76.95442532,403952.14002363,139277.27951589,309918,,{0639A2BF-CFE3-2945-E063-782F520A104C},258355
